,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE, Label
10,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  18:56:54 ,111004136.0,20,22,178,158,118,1042,1020,932,17,8,8.9,2.7701415506299165,16,7,7.9,2.7701415506299165,14,5,5.9,2.7701415506299165,282,7,47.36363636363637,90.64033867804659,281,6,46.36363636363637,90.64033867804659,277,2,42.36363636363637,90.64033867804659,10.990581468063494,10.612217188015409,9.45910700120219,0.3783642800480876,2707417.9512195117,6379674.544912424,31951752.0,68.0,111003937.0,5842312.47368421,8435068.74290193,31951752.0,694.0,111003886.0,5285899.333333333,9170299.506158534,37273425.0,565.0,200,20,40,220,22,88,0.18017346668956552,0.19819081335852207,29.04761904761905,7,282,67.74664149031443,4589.60743321719,28.04761904761905,6,281,67.74664149031443,4589.60743321719,25.0,2,277,67.46344990563951,4551.317073170731,1257897.166666667,2380275.510937456,6050653.0,0.0,15241769.833333336,9974244.257691376,31951752.0,5321446.0,1,12,42,MASTER,1,129,0,0,0,20,22,REPLAY
11,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  18:58:58 ,109970312.0,14,15,130,116,88,993,978,918,17,8,9.285714285714286,3.2682286764115323,16,7,8.285714285714286,3.2682286764115323,14,5,6.2857142857142865,3.2682286764115327,282,7,66.2,105.49285690103792,281,6,65.2,105.49285690103792,277,2,61.2,105.49285690103792,10.21184699375955,9.94813945785659,9.147923486840703,0.2637075359029626,3927511.142857143,7866292.976187687,34962454.0,179.0,109970000.0,8459230.76923077,9990051.72012185,34962633.0,82397.0,109970086.0,7855006.142857143,9946838.184964767,34962754.0,455.0,140,14,28,150,15,60,0.12730708629798193,0.13640044960498066,38.72413793103448,7,282,80.04413807024764,6407.064039408867,37.72413793103448,6,281,80.04413807024764,6407.064039408867,34.6896551724138,2,277,79.68200345672068,6349.221674876847,1813205.4285714286,2468308.1753346,6007239.0,179.0,13896794.57142857,10936898.703150313,34962454.0,5030187.0,1,12,29,MASTER,1,129,0,0,0,14,15,REPLAY
12,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  19:01:05 ,108045226.0,8,9,100,92,76,1873,1864,1828,17,8,12.5,4.810702354423639,16,7,11.5,4.810702354423639,14,5,9.5,4.810702354423639,468,7,208.11111111111111,183.5084769461921,467,6,207.11111111111111,183.5084769461921,463,2,203.11111111111111,183.5084769461921,18.26087160944992,18.10353009026053,17.622250149210664,0.15734151918938094,6752826.625,12540991.873466818,38028013.0,10.0,108045014.0,15435002.0,15400009.221562488,38028292.0,460.0,108044976.0,13505622.0,15545540.95879119,38028355.0,321.0,80,8,16,90,9,36,0.07404306785382632,0.08329845133555461,116.05882352941177,7,468,164.2450420059291,26976.43382352941,115.05882352941177,6,467,164.2450420059291,26976.43382352941,112.0,2,463,163.61654867402623,26770.375,528825.75,1030981.4676919512,2075062.0,279.0,26482427.75,9646685.56863504,38028013.0,14950486.0,1,12,17,MASTER,1,129,0,0,0,8,9,REPLAY
13,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  19:03:30 ,113640708.0,13,14,140,127,101,986,972,916,35,8,10.769230769230768,7.693653728385992,34,7,9.76923076923077,7.693653728385992,32,5,7.769230769230768,7.693653728385992,282,7,70.42857142857143,108.14784345494849,281,6,69.42857142857143,108.14784345494849,277,2,65.42857142857143,108.14784345494849,9.908421197094267,9.670830280290053,8.949257866292069,0.2375909168042142,4370796.461538462,7317331.364445978,29016370.0,205.0,113640708.0,9470059.0,12563076.452628545,45704175.0,592.0,97209325.0,7477640.384615385,8761438.538943557,29016370.0,675.0,130,13,26,140,14,56,0.11439562660943647,0.12319529019477772,41.7037037037037,7,282,82.45036493589753,6798.06267806268,40.7037037037037,6,281,82.45036493589753,6798.06267806268,37.66666666666666,2,277,82.0806357750156,6737.23076923077,1650521.7142857143,2023659.8262073519,4335503.0,230.0,14583865.142857146,7217522.960338713,29016370.0,8017488.0,1,12,27,MASTER,1,129,0,0,0,13,14,REPLAY
14,192.168.1.4-192.168.1.2-20000-48948,192.168.1.4,192.168.1.2,20000,48948,6, 18/05/2020  19:05:33 ,90510850.0,8,3,1405,1397,1365,33,30,24,468,7,175.625,166.2261261053749,467,6,174.625,166.2261261053749,463,2,170.625,166.2261261053749,17,8,11.0,5.196152422706632,16,7,10.0,5.196152422706632,14,5,8.0,5.196152422706632,15.887598006205886,15.766065615337828,15.346226446884543,0.12153239086805614,9051085.0,15626135.388864346,44707144.0,260.0,90510850.0,12930121.42857143,17542945.65995379,44707439.0,46525.0,65302165.0,32651082.5,45717324.9643487,64978113.0,324052.0,80,8,32,30,3,6,0.08838719335858629,0.033145197509469856,130.72727272727272,7,468,158.93463493467425,25260.218181818174,129.72727272727272,6,467,158.93463493467425,25260.218181818174,126.27272727272728,2,463,158.48475693838253,25117.41818181819,192463.0,167233.88435660998,304710.0,260.0,29854155.0,13090466.099488627,44707144.0,19998290.0,12,1,11,OUTSTATION,1,129,0,0,0,3,8,REPLAY
15,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  19:07:55 ,119660441.0,47,47,421,374,280,1217,1170,982,35,8,8.957446808510639,4.293359112622102,34,7,7.957446808510637,4.293359112622102,32,5,5.957446808510637,4.293359112622102,282,7,25.893617021276604,64.53756373062839,281,6,24.893617021276604,64.53756373062839,277,2,20.893617021276604,64.53756373062839,13.688734441485135,12.903178252535438,10.546509685686347,0.7855561889496964,1286671.4086021506,2112073.0668088733,9644134.0,105.0,119660336.0,2601311.652173913,2373105.998287404,9644134.0,688.0,119660258.0,2601309.9565217397,2595175.1386003303,11692980.0,390.0,470,47,94,470,47,188,0.3927780944748482,0.3927780944748482,17.425531914893618,7,282,46.27907150528675,2141.752459391444,16.425531914893618,6,281,46.27907150528675,2141.752459391444,13.425531914893615,2,277,46.10471703101239,2125.644932509724,11523828.666666664,9229444.09791278,24643448.0,394.0,8419446.0,1229596.4981644994,9644134.0,6396215.0,1,12,94,MASTER,1,129,0,0,0,47,47,REPLAY
16,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  19:10:03 ,117584578.0,40,36,338,298,218,1140,1104,960,17,8,8.45,1.98649285076837,16,7,7.45,1.9864928507683703,14,5,5.45,1.9864928507683703,282,7,31.66666666666667,72.99080176883345,281,6,30.66666666666667,72.99080176883345,277,2,26.66666666666667,72.99080176883345,12.569675591300756,11.923332326795439,10.018320599832405,0.6463432645053163,1567794.373333333,2535599.903761413,11053977.0,89.0,117584146.0,3014978.1025641025,2836117.0858528777,11053977.0,482.0,106530368.0,3043724.8,2648537.35931891,9044305.0,338.0,400,40,80,360,36,144,0.34018066552911386,0.3061625989762025,19.44736842105263,7,282,51.2295213685344,2624.463859649123,18.44736842105263,6,281,51.2295213685344,2624.463859649123,15.5,2,277,51.009933673092874,2602.0133333333333,4479171.6,5430197.21825706,12546104.0,0.0,7279243.0,1930103.7623518815,11053977.0,5094026.0,1,12,76,MASTER,1,129,0,0,0,40,36,REPLAY
17,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  19:12:07 ,103276913.0,25,26,218,193,143,1070,1044,940,17,8,8.72,2.4919871588754225,16,7,7.72,2.4919871588754225,14,5,5.72,2.4919871588754225,282,7,41.153846153846146,84.3903749524517,281,6,40.153846153846146,84.3903749524517,277,2,36.153846153846146,84.3903749524517,12.471325512992435,11.977507499667425,10.486370753548764,0.49381801332501096,2065538.26,4036101.6714264536,22995715.0,157.0,103276642.0,4303193.416666667,5018512.363317232,22996024.0,136437.0,103276599.0,4131063.96,5048102.423824937,22995986.0,599.0,250,25,50,260,26,104,0.2420676535906917,0.25175035973431936,25.254901960784316,7,282,61.90309948209536,3831.9937254901947,24.254901960784316,6,281,61.90309948209536,3831.9937254901947,21.235294117647054,2,277,61.64368199103428,3799.943529411764,6107745.5,11501199.907747967,29237128.0,219.0,11105028.166666666,6201334.79462241,22995715.0,5044049.0,1,12,51,MASTER,1,129,0,0,0,25,26,REPLAY
18,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  19:14:22 ,119315376.0,42,44,363,321,237,2118,2074,1898,17,8,8.642857142857142,2.345950621935059,16,7,7.642857142857142,2.345950621935059,14,5,5.642857142857142,2.345950621935059,654,7,48.13636363636363,120.86405796348049,653,6,47.13636363636363,120.86405796348049,649,2,43.13636363636363,120.86405796348049,20.793631828306857,20.07285297412129,17.89375411263005,0.7207788541855662,1403710.3058823529,2220074.432872449,10047574.0,153.0,119315126.0,2910125.024390244,2420724.9490723168,10047826.0,769.0,119314884.0,2774764.744186046,2462153.9566829447,10047808.0,478.0,420,42,84,440,44,176,0.3520082776255091,0.3687705765600571,28.848837209302324,7,654,88.24371564917917,7786.953351573187,27.848837209302324,6,653,88.24371564917917,7786.953351573187,24.82558139534884,2,649,88.02288363701594,7748.028043775648,7383765.285714285,7485035.4861722775,20017310.0,238.0,7718544.428571427,1749639.8714787809,10047574.0,5907422.0,1,12,86,MASTER,1,129,0,0,0,42,44,REPLAY
19,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  19:16:26 ,110570416.0,18,21,162,144,108,2418,2397,2313,17,8,9.0,2.910427500435996,16,7,8.0,2.910427500435996,14,5,6.0,2.910427500435996,654,7,115.14285714285714,168.4094076096361,653,6,114.14285714285714,168.4094076096361,649,2,110.14285714285714,168.4094076096361,23.33354701315405,22.980830604815672,21.8955493483899,0.3527164083383751,2909747.7894736836,4997165.271455847,24659339.0,189.0,110570171.0,6504127.705882353,9955372.314283568,33396059.0,612.0,109477484.0,5473874.2,6540737.98851997,24659533.0,479.0,180,18,36,210,21,84,0.16279218846386542,0.18992421987450966,66.15384615384616,7,654,133.43390606382394,17804.6072874494,65.15384615384616,6,653,133.43390606382394,17804.6072874494,62.07692307692307,2,649,133.03133477639264,17697.336032388655,616027.4444444445,1320258.6979082085,4008385.0,0.0,10112731.777777778,5949948.246066257,24659339.0,5327564.0,1,12,39,MASTER,1,129,0,0,0,18,21,REPLAY
20,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  19:18:29 ,85880629.0,7,9,74,67,53,951,942,906,17,8,10.571428571428571,4.3915503282684,16,7,9.571428571428571,4.3915503282684,14,5,7.571428571428571,4.3915503282684,282,7,105.66666666666669,122.85967605361816,281,6,104.66666666666669,122.85967605361816,277,2,100.66666666666669,122.85967605361816,11.935171084971907,11.748865975352835,11.16666250779323,0.1863051096190737,5725375.266666668,11088722.691559104,41974415.0,154.0,85879752.0,14313292.0,14029050.141351808,41974415.0,4418577.0,85880332.0,10735041.5,15409506.74292452,46393041.0,458.0,70,7,14,90,9,36,0.08150848545834474,0.10479662416072896,64.0625,7,282,102.13681592191263,10431.929166666667,63.0625,6,281,102.13681592191263,10431.929166666667,59.9375,2,277,101.6520003082412,10333.129166666668,884955.2,1975355.3618816792,4418577.0,297.0,16290995.2,14719305.19275836,41974415.0,6091001.0,1,12,16,MASTER,1,129,0,0,0,7,9,REPLAY
21,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  19:20:50 ,117148245.0,15,18,174,159,129,1953,1935,1863,35,8,11.6,7.4527080408974244,34,7,10.6,7.4527080408974244,32,5,8.6,7.4527080408974244,485,7,108.5,165.19800953080875,484,6,107.5,165.19800953080875,480,2,103.5,165.19800953080875,18.156481985709643,17.874787624859426,17.004095964049654,0.2816943608502201,3660882.65625,9381600.20996148,50869282.0,181.0,117147868.0,8367704.857142857,12941215.595289186,50870077.0,743856.0,117148048.0,6891061.647058822,12162847.311191147,50869568.0,344.0,150,15,30,180,18,72,0.12804289129555466,0.15365146955466555,64.45454545454545,7,485,130.08869352029862,16923.068181818184,63.45454545454545,6,484,130.08869352029862,16923.068181818184,60.36363636363637,2,480,129.71117390712195,16824.988636363632,1536175.2857142857,4063414.414052412,10751133.0,197.0,15199234.42857143,15924729.945528505,50869282.0,5089037.0,1,12,33,MASTER,1,129,0,0,0,15,18,REPLAY
22,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  19:23:00 ,96932612.0,20,20,187,167,127,1984,1964,1884,17,8,9.35,3.2971279367927098,16,7,8.35,3.2971279367927098,14,5,6.35,3.2971279367927098,1132,7,99.2,259.08941760672025,1131,6,98.2,259.08941760672025,1127,2,94.2,259.08941760672025,22.397002981824112,21.98434516548465,20.74637171646628,0.4126578163394586,2485451.589743589,4684813.887053526,24962687.0,226.0,96083795.0,5057041.842105263,5866791.197838629,24962687.0,189769.0,96932315.0,5101700.789473685,6262642.470945007,26605420.0,775.0,200,20,40,200,20,80,0.2063289081697293,0.2063289081697293,54.275,7,1132,186.48956628544482,34778.35833333333,53.275,6,1131,186.48956628544482,34778.35833333333,50.275,2,1127,186.2450808161255,34687.23012820512,3280376.0,5756630.738082823,16041271.0,302.0,10445880.42857143,6657504.032371637,24962687.0,6742349.0,1,12,40,MASTER,1,129,0,0,0,20,20,REPLAY
